"uid","namedLocation","date","eventID","domainID","siteID","plotID","subplotID","nestedSubplotID","pointID","stemDistance","stemAzimuth","recordType","individualID","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks","measuredBy","recordedBy","dataQF"
"672cee82-928f-477c-996c-ef5250119882","WREF_076.basePlot.vst","2017-10-23","vst_WREF_2017","D16","WREF","WREF_076","23","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04684",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"4be10fd1-14a8-43b3-be9a-39a0b43cab8c","WREF_076.basePlot.vst","2017-10-23","vst_WREF_2017","D16","WREF","WREF_076","23","2",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04695",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"4e92e75d-f659-45d6-bf28-a4a65b2a5c77","WREF_076.basePlot.vst","2017-10-23","vst_WREF_2017","D16","WREF","WREF_076","23",NA,"43",7.1,267.8,NA,"NEON.PLA.D16.WREF.04649",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"bcbb99ef-8977-4187-83cc-1487326e5a6c","WREF_076.basePlot.vst","2017-10-23","vst_WREF_2017","D16","WREF","WREF_076","23","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04686",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"d3fc0049-a39a-4ba3-898a-f2ff17ab5280","WREF_076.basePlot.vst","2017-10-23","vst_WREF_2017","D16","WREF","WREF_076","23",NA,"43",6.8,207.4,NA,"NEON.PLA.D16.WREF.04655",NA,NA,"NEON.DOC.000987vG","TABR2","Taxus brevifolia Nutt.","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"097b37ff-45af-43a0-ba2c-8c65618005a8","WREF_086.basePlot.vst","2017-10-23","vst_WREF_2017","D16","WREF","WREF_086","23",NA,"41",6,165.3,NA,"NEON.PLA.D16.WREF.04753",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"4fbe4270-3828-4793-86ff-b9905e90859b","WREF_086.basePlot.vst","2017-10-23","vst_WREF_2017","D16","WREF","WREF_086","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04157",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Eolsen@battelleecology.org","Kchilders@battelleecology.org",NA
"43989d02-78c7-4a2c-9b2d-91c3f6dbb84f","WREF_086.basePlot.vst","2017-10-23","vst_WREF_2017","D16","WREF","WREF_086","21","4","23",13.5,324.4,NA,"NEON.PLA.D16.WREF.04147",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Eolsen@battelleecology.org","Kchilders@battelleecology.org",NA
"2926a983-4352-47ad-81ad-5a6d7bb70822","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3","57",0.9,123.4,NA,"NEON.PLA.D16.WREF.04264",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"a4bcf3b1-2df7-440d-91e9-24e7d3edd266","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21",NA,"23",8.4,307.2,NA,"NEON.PLA.D16.WREF.04093",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Eolsen@battelleecology.org","Eolsen@battelleecology.org",NA
"63020a55-9ee6-4eb5-a5e8-35e4b739ee5e","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04276",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"8989e5a9-0cc1-4268-ba78-30edfa7706c8","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04728",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"cd3cf118-155f-4061-b58b-76beb93121f0","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04268",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"52eeb702-934e-42c8-905d-adbac1db50fc","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21",NA,"23",7.5,322.1,NA,"NEON.PLA.D16.WREF.04092",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"cf. species","","Eolsen@battelleecology.org","Eolsen@battelleecology.org",NA
"f4d4dd8e-30f7-4f6d-a74d-994905dc3bb0","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04719",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"b4897e3b-ec14-4f98-85ed-a279170d2d9b","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04266",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"9d43bd27-9d64-4062-97e4-ae47dd06de43","WREF_081.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_081","23",NA,"41",15.5,126.8,NA,"NEON.PLA.D16.WREF.03288",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jbush@battelleecology.org","Jzemaitis@battelleecology.org",NA
"dc31263b-d715-4b8b-a01c-c3a305acf567","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04243",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"5b3037cd-094f-4adc-82ca-5609482b31bf","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04715",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"fc21bdb2-a3ce-4e74-b966-1f3b16900eea","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","23",NA,"41",6.7,166.4,NA,"NEON.PLA.D16.WREF.04644",NA,NA,"NEON.DOC.000987vG","TABR2","Taxus brevifolia Nutt.","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"068b22e3-0f2a-48a9-a19c-4be2aebad78f","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04679",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"e3f7b8f1-26b5-4f85-88dc-cb28f902e2f5","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21",NA,"39",14.4,136.2,NA,"NEON.PLA.D16.WREF.04637",NA,NA,"NEON.DOC.000987vG","TABR2","Taxus brevifolia Nutt.","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"8c933cf8-e526-4c77-a279-6f615f4c8fa8","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04325",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"27df247f-c248-4def-89bb-1fc64eb04667","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04724",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"c3867336-695e-46b9-a6bb-cf7b6cb79181","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04136",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","ccordell@battelleecology.org",NA
"5aa4e7e2-19fb-48ae-b276-4ca53de2e15f","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04725",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"b595f69e-1999-429c-9e25-01a302778f83","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04735",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"2079bc7e-24fd-499d-904a-c75e9be900e3","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04247",NA,NA,"NEON.DOC.000987vG","ABGR","Abies grandis (Douglas ex D. Don) Lindl.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"c7138629-e7ad-4706-9492-889db31fe12f","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04244",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"b274f904-d27b-4bdf-ae7f-fa89cc148605","WREF_081.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_081","23",NA,"41",15,136.3,NA,"NEON.PLA.D16.WREF.03287",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","Jbush@battelleecology.org","Jzemaitis@battelleecology.org",NA
"57507aa8-37ac-42ff-955c-2b4ac50ef445","WREF_081.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_081","23",NA,"41",20.2,148.3,NA,"NEON.PLA.D16.WREF.03284",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Jbush@battelleecology.org","Jzemaitis@battelleecology.org",NA
"13cb4131-9d75-4083-904b-aad06c94b62f","WREF_081.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_081","23",NA,"41",2,179,NA,"NEON.PLA.D16.WREF.03290",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jbush@battelleecology.org","Jzemaitis@battelleecology.org",NA
"5f0d0a8d-8ba3-4e2e-b3da-8e9335474bc7","WREF_081.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_081","23",NA,"41",20.5,134.4,NA,"NEON.PLA.D16.WREF.03286",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Jbush@battelleecology.org","Jzemaitis@battelleecology.org",NA
"0448dbeb-43e6-475c-b0f6-35270cea1f3e","WREF_081.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_081","23","2","25",3.6,343.3,NA,"NEON.PLA.D16.WREF.04764",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","Jbush@battelleecology.org","Jzemaitis@battelleecology.org",NA
"c6d7d052-9eae-49f8-9fdd-c0b58c059c67","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04702",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"81d743c8-c97f-4784-a114-8052633f3a01","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04709",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"81c36ec5-4e69-4a8f-9e6e-4742b5610cb2","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21","1","21",7.1,12.7,NA,"NEON.PLA.D16.WREF.04139",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","ccordell@battelleecology.org",NA
"143ba814-1fb2-4284-aa89-6d29876a8bb5","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04120",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","ccordell@battelleecology.org",NA
"2adffd81-3f34-48c2-a6f4-d329d0e70e96","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21",NA,"31",3.9,104,NA,"NEON.PLA.D16.WREF.04090",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","Eolsen@battelleecology.org",NA
"6639c262-9bbd-49b0-8af8-83ed642cc6a2","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04271",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"334f62ce-8317-4ebc-9204-216e6772e0fc","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04706",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"f8cda236-f7c2-41b0-9346-e2d33f259e91","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04704",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"cc19e29f-fd0b-4659-901e-e21ca1423cef","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04733",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"52f331e8-6ae4-496b-a036-da45f943ee2d","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3","57",11.6,145.5,NA,"NEON.PLA.D16.WREF.04714",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"beeaacb9-40f3-4fb4-8cf7-6def8c8d36b8","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04101",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","Eolsen@battelleecology.org","ccordell@battelleecology.org",NA
"69436faf-649a-46b8-9871-bb20e550e4cd","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04703",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"a7a55aa5-8f59-4b0f-8b8b-4d7717bb7917","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21",NA,"21",18.5,53,NA,"NEON.PLA.D16.WREF.04089",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"cf. species","","Eolsen@battelleecology.org","Eolsen@battelleecology.org",NA
"4bfeaf48-276e-4548-b814-79e162d4ef27","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21","4",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04904",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","Eolsen@battelleecology.org","ccordell@battelleecology.org",NA
"87e19327-12a7-409f-a800-db89b29e4251","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04721",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"f126f306-a56c-4f4f-89b9-6f6b243bcac7","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04272",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"5ca11794-ca30-420b-be4c-5b9dc7cb2b2f","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04274",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"3ce36b82-e194-470e-a71d-8886da67c05e","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04134",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","Eolsen@battelleecology.org","ccordell@battelleecology.org",NA
"c406cf4a-13a7-4eef-aef4-4ab19661cec9","WREF_081.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_081","23",NA,"25",13.6,346.7,NA,"NEON.PLA.D16.WREF.03294",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","Jbush@battelleecology.org","Jzemaitis@battelleecology.org",NA
"9bb059a5-0d85-4e71-ba33-b1c685f41976","WREF_081.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_081","41",NA,"59",8.9,90.1,NA,"NEON.PLA.D16.WREF.03275",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","Jzemaitis@battelleecology.org","Jbush@battelleecology.org",NA
"17f8ad3a-bf24-4079-b131-128cbd8faaa8","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04736",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"c45553e0-5047-4ccf-a4cc-2b157ca0ad5f","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21",NA,"41",10.7,216.6,NA,"NEON.PLA.D16.WREF.04624",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","jbrittain@battelleecology.org","vschmitt@battelleecology.org",NA
"3fc8caa2-5813-4fa0-a435-45888daa43fe","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","23",NA,"41",5.8,128.7,NA,"NEON.PLA.D16.WREF.04646",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"bf0dba3d-4da1-4803-8cae-7c744d5c097f","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04315",NA,NA,"NEON.DOC.000987vG","VAPA","Vaccinium parvifolium Sm.","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"e050645d-50fa-4967-9690-2783b5f45bbc","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","23",NA,"43",17.1,198.8,NA,"NEON.PLA.D16.WREF.04639",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"567c6e21-2188-48de-9bc3-2b3877bba10f","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","23",NA,"43",16.1,196.1,NA,"NEON.PLA.D16.WREF.04638",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"de9dd0db-8545-4c67-8c15-7c3c4dad0f2d","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04319",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"e2d89691-e07c-4b4f-85fd-8e6a89df1fb7","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21",NA,"39",6.2,168.5,NA,"NEON.PLA.D16.WREF.04628",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","jbrittain@battelleecology.org","vschmitt@battelleecology.org",NA
"0bc30ca1-e1a2-4878-987d-dea7beb839bf","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","23",NA,"41",9.3,150.2,NA,"NEON.PLA.D16.WREF.04643",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"ed358560-3273-4e52-8f0a-21c44bc0983a","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21",NA,"23",8.9,310.2,NA,"NEON.PLA.D16.WREF.04619",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","jbrittain@battelleecology.org","vschmitt@battelleecology.org",NA
"e684dc75-39fc-4224-a6cc-f7823141a052","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04732",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"fc62e82e-abb5-4912-8f75-03c1f6ec1c64","WREF_070.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_070","39","3",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04723",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","ccordell@battelleecology.org","dweller@battelleecology.org",NA
"4039f215-312e-4b63-bd48-e699937fb5cb","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21","1",NA,NA,NA,NA,"NEON.PLA.D16.WREF.04317",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","vschmitt@battelleecology.org","jbrittain@battelleecology.org",NA
"2568f862-c82d-4c44-8fc3-ebc4fb97b93f","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21",NA,"39",5.6,146.5,NA,"NEON.PLA.D16.WREF.04630",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","jbrittain@battelleecology.org","vschmitt@battelleecology.org",NA
"2d95b358-f7d3-4fd0-921e-4a74dc0a7418","WREF_076.basePlot.vst","2017-10-24","vst_WREF_2017","D16","WREF","WREF_076","21",NA,"23",9.3,318.4,NA,"NEON.PLA.D16.WREF.04618",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","jbrittain@battelleecology.org","vschmitt@battelleecology.org",NA
